SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;Marzo;Abril;Mayo;Junio;Target Market;Tipo ABC;Marzo;Abril;Mayo;Junio
S798;PC;37,7;FERT;NORM;BOGOTÁ;159;51;3;0;3;0;36;36;36;36;ROOFING;C;47;36;0;36
S798;PC;37,7;FERT;NORM;ORIENTE;0;0;144;0;48;0;32;32;32;32;ROOFING;C;42;32;0;32
S798;PC;37,7;FERT;NORM;CALI;0;60;15;0;78;0;26;26;26;26;ROOFING;C;34;26;0;26
S798;PC;37,7;FERT;NORM;BARRANQUILLA;0;60;75;0;0;0;23;23;23;23;ROOFING;C;30;23;0;23
S798;PC;37,7;FERT;NORM;PEREIRA;0;0;0;0;0;90;30;30;30;30;ROOFING;C;0;15;0;15
S798;PC;37,7;FERT;NORM;SANTANDER;0;0;0;30;0;0;10;10;10;10;ROOFING;C;7;5;0;5
S1206;PC;18;FERT;YERL;CALI;18;39;96;282;9;0;97;97;97;97;FLOORING;B;37;57;25;21
S818;PC;50;FERT;NORM;CALI;0;0;0;210;0;30;80;80;80;80;BUILDING FINISHING;C;92;90;90;0
S818;PC;50;FERT;NORM;BARRANQUILLA;0;0;0;0;0;120;40;40;40;40;BUILDING FINISHING;C;0;16;16;0
S818;PC;50;FERT;NORM;PEREIRA;0;6;30;0;0;0;6;6;6;6;BUILDING FINISHING;C;7;7;7;0
S818;PC;50;FERT;NORM;BOGOTÁ;0;6;0;0;0;0;1;1;1;1;BUILDING FINISHING;C;6;6;6;0
S825;PC;4,92;FERT;NORM;BARRANQUILLA;18;54;39;33;6;0;25;25;25;25;BUILDING FINISHING;C;36;63;3;66
S825;PC;4,92;FERT;NORM;MEDELLÍN;24;0;36;60;0;0;20;20;20;20;BUILDING FINISHING;C;25;13;1;14
S825;PC;4,92;FERT;NORM;ORIENTE;15;3;54;6;0;0;13;13;13;13;BUILDING FINISHING;C;12;8;0;9
S825;PC;4,92;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;12;10;0;10
S825;PC;4,92;FERT;NORM;BOGOTÁ;0;0;3;9;3;3;5;5;5;5;BUILDING FINISHING;C;12;5;0;5
S825;PC;4,92;FERT;NORM;SANTANDER;0;0;0;12;0;0;4;4;4;4;BUILDING FINISHING;C;12;1;0;1
S825;PC;4,92;FERT;NORM;CALI;0;0;0;0;0;3;1;1;1;1;BUILDING FINISHING;C;12;1;0;1
S3632;PC;35,431;FERT;YERL;BOGOTÁ;18;0;51;54;15;261;110;110;110;110;INDUSTRIAL COATING;C;0;0;76;76
S3632;PC;35,431;FERT;YERL;BARRANQUILLA;45;0;45;0;0;0;15;15;15;15;INDUSTRIAL COATING;C;0;0;36;36
S3632;PC;35,431;FERT;YERL;CALI;0;0;0;0;0;0;0;0;0;0;INDUSTRIAL COATING;C;0;0;4;4
S665;PC;210;FERT;NORM;BARRANQUILLA;42;81;9;21;12;78;41;41;41;41;CONCRETE.;B;70;36;44;40
S665;PC;210;FERT;NORM;CALI;15;9;6;9;6;36;17;17;17;17;CONCRETE.;B;31;11;14;12
S665;PC;210;FERT;NORM;PEREIRA;3;9;0;3;3;0;3;3;3;3;CONCRETE.;B;9;9;9;9
S665;PC;210;FERT;NORM;ORIENTE;0;6;0;0;0;0;1;1;1;1;CONCRETE.;B;4;2;2;2
S665;PC;210;FERT;NORM;BOGOTÁ;0;3;6;0;0;0;2;2;2;2;CONCRETE.;B;4;2;2;2
S811;PC;200;FERT;NORM;BOGOTÁ;30;30;30;21;12;21;24;24;24;24;CONCRETE.;B;6;21;21;21
S811;PC;200;FERT;NORM;PEREIRA;21;12;30;15;39;27;27;27;27;27;CONCRETE.;B;9;9;9;17
S811;PC;200;FERT;NORM;BARRANQUILLA;18;15;0;36;12;12;20;20;20;20;CONCRETE.;B;6;19;19;19
S811;PC;200;FERT;NORM;ORIENTE;3;0;6;0;6;12;6;6;6;6;CONCRETE.;B;3;11;11;11
S811;PC;200;FERT;NORM;MEDELLÍN;6;9;12;3;0;9;7;7;7;7;CONCRETE.;B;2;7;7;7
S811;PC;200;FERT;NORM;CALI;6;3;9;3;6;9;6;6;6;6;CONCRETE.;B;2;6;6;6
S1249;PC;25;FERT;NORM;CALI;30;225;39;54;0;0;58;58;58;58;CONCRETE.;C;39;33;53;31
S1249;PC;25;FERT;NORM;BARRANQUILLA;12;6;3;15;48;0;21;21;21;21;CONCRETE.;C;9;8;12;7
S1249;PC;25;FERT;NORM;BOGOTÁ;9;15;0;3;9;0;6;6;6;6;CONCRETE.;C;3;2;4;2
S3148;PC;21,05;FERT;YERL;BARRANQUILLA;36;9;6;48;36;33;39;39;39;39;INDUSTRIAL COATING;B;24;17;36;20
S3148;PC;21,05;FERT;YERL;ORIENTE;27;9;30;51;9;21;27;27;27;27;INDUSTRIAL COATING;B;24;17;35;19
S3148;PC;21,05;FERT;YERL;SANTANDER;0;0;0;0;0;30;10;10;10;10;INDUSTRIAL COATING;B;0;2;4;2
S35;PC;3;FERT;YERL;ORIENTE;0;0;84;0;0;144;48;48;48;48;FLOORING;C;1;4;7;5
S35;PC;3;FERT;YERL;BARRANQUILLA;27;0;0;0;0;0;5;5;5;5;FLOORING;C;2;2;3;2
S35;PC;3;FERT;YERL;CALI;0;0;6;0;0;24;8;8;8;8;FLOORING;C;2;2;4;3
S35;PC;3;FERT;YERL;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;FLOORING;C;2;2;4;3
S4104;PC;25;FERT;NORM;CALI;21;30;42;21;18;6;23;23;23;23;CONCRETE.;C;29;16;12;12
S4104;PC;25;FERT;NORM;PEREIRA;12;42;27;6;12;9;18;18;18;18;CONCRETE.;C;18;9;7;7
S4104;PC;25;FERT;NORM;BOGOTÁ;21;3;36;9;3;18;15;15;15;15;CONCRETE.;C;15;8;6;6
S4104;PC;25;FERT;NORM;MEDELLÍN;0;21;6;0;6;0;6;6;6;6;CONCRETE.;C;7;4;3;3
S4104;PC;25;FERT;NORM;BARRANQUILLA;0;9;0;3;0;24;9;9;9;9;CONCRETE.;C;3;2;2;2
S3087;PC;8,101;FERT;YERL;BARRANQUILLA;0;147;6;0;33;60;41;41;41;41;INDUSTRIAL COATING;C;66;47;79;13
S531;PC;28;FERT;NORM;MEDELLÍN;0;3;0;0;0;0;1;1;1;1;FLOORING;C;0;62;0;62
S531;PC;28;FERT;NORM;PEREIRA;0;0;0;120;0;0;40;40;40;40;FLOORING;C;0;10;0;10
S531;PC;28;FERT;NORM;BOGOTÁ;0;0;90;0;0;0;15;15;15;15;FLOORING;C;0;8;0;8
S2924;PC;200;FERT;NORM;BOGOTÁ;30;36;45;27;21;18;30;30;30;30;ENG REFURBISHMENT;A;20;15;25;23
S2924;PC;200;FERT;NORM;CALI;30;15;18;24;30;39;31;31;31;31;ENG REFURBISHMENT;A;17;13;22;20
S2924;PC;200;FERT;NORM;BARRANQUILLA;15;18;3;3;24;39;22;22;22;22;ENG REFURBISHMENT;A;10;9;15;14
S505;PC;44,577;FERT;YERL;ORIENTE;3;12;12;21;12;0;11;11;11;11;INDUSTRIAL COATING;A;3;12;12;4
S505;PC;44,577;FERT;YERL;BARRANQUILLA;24;9;0;0;6;0;7;7;7;7;INDUSTRIAL COATING;A;4;15;16;5
S505;PC;44,577;FERT;YERL;BOGOTÁ;0;0;0;33;9;3;15;15;15;15;INDUSTRIAL COATING;A;1;6;6;2
S505;PC;44,577;FERT;YERL;MEDELLÍN;0;6;0;0;0;0;1;1;1;1;INDUSTRIAL COATING;A;0;1;6;6
S136;PC;18,8;FERT;NORM;BOGOTÁ;45;21;15;45;3;15;24;24;24;24;INDUSTRIAL COATING;C;7;5;4;5
S136;PC;18,8;FERT;NORM;SANTANDER;0;0;3;9;0;0;3;3;3;3;INDUSTRIAL COATING;C;8;5;4;4
S136;PC;18,8;FERT;NORM;ORIENTE;0;6;9;9;3;0;5;5;5;5;INDUSTRIAL COATING;C;3;2;1;2
S3673;PC;25;FERT;NORM;BOGOTÁ;0;108;0;6;105;33;48;48;48;48;ROOFING;C;82;40;10;50
S3673;PC;25;FERT;NORM;BARRANQUILLA;69;48;6;0;0;0;21;21;21;21;ROOFING;C;33;14;3;17
S3673;PC;25;FERT;NORM;MEDELLÍN;0;3;0;0;0;0;1;1;1;1;ROOFING;C;31;5;1;6
S3673;PC;25;FERT;NORM;CALI;0;3;0;0;0;0;1;1;1;1;ROOFING;C;14;4;1;4
S3673;PC;25;FERT;NORM;ORIENTE;6;0;0;0;9;0;3;3;3;3;ROOFING;C;4;2;0;2
S3301;PC;10;FERT;NORM;PEREIRA;0;0;0;45;0;0;15;15;15;15;BUILDING FINISHING;C;0;4;48;182
S3301;PC;10;FERT;NORM;ORIENTE;0;0;0;0;0;99;33;33;33;33;BUILDING FINISHING;C;0;1;8;29
S3301;PC;10;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;0;99;99;99
S3301;PC;10;FERT;NORM;BARRANQUILLA;0;33;0;0;0;0;6;6;6;6;BUILDING FINISHING;C;2;0;2;7
S4296;PC;25;FERT;NORM;BOGOTÁ;30;90;12;30;60;18;40;40;40;40;FLOORING;C;31;20;17;27
S4296;PC;25;FERT;NORM;MEDELLÍN;0;12;36;36;3;0;15;15;15;15;FLOORING;C;11;7;6;9
S4296;PC;25;FERT;NORM;CALI;0;6;0;0;0;6;2;2;2;2;FLOORING;C;9;6;5;7
S4296;PC;25;FERT;NORM;BARRANQUILLA;45;0;0;3;0;0;8;8;8;8;FLOORING;C;7;4;4;6
S4296;PC;25;FERT;NORM;ORIENTE;0;3;3;6;12;3;7;7;7;7;FLOORING;C;6;4;3;5
S868;PC;21,845;FERT;YERL;BARRANQUILLA;24;0;90;93;27;60;60;60;60;60;INDUSTRIAL COATING;B;54;83;88;57
S868;PC;21,845;FERT;YERL;ORIENTE;0;3;3;75;144;0;73;73;73;73;INDUSTRIAL COATING;B;16;25;27;17
S868;PC;21,845;FERT;YERL;CALI;0;0;0;0;0;30;10;10;10;10;INDUSTRIAL COATING;B;0;3;4;2
S4250;PC;5;FERT;YERL;MEDELLÍN;39;39;63;30;12;0;31;31;31;31;ENG REFURBISHMENT;C;24;23;23;23
S4250;PC;5;FERT;YERL;CALI;30;54;0;6;0;21;19;19;19;19;ENG REFURBISHMENT;C;12;13;13;13
S4250;PC;5;FERT;YERL;PEREIRA;9;33;18;0;0;3;11;11;11;11;ENG REFURBISHMENT;C;8;6;6;6
S4250;PC;5;FERT;YERL;BARRANQUILLA;12;3;15;3;0;0;6;6;6;6;ENG REFURBISHMENT;C;7;6;6;6
S4250;PC;5;FERT;YERL;BOGOTÁ;0;0;0;3;0;30;11;11;11;11;ENG REFURBISHMENT;C;4;5;5;5
S4250;PC;5;FERT;YERL;ORIENTE;0;0;3;0;0;0;1;1;1;1;ENG REFURBISHMENT;C;5;5;5;5
S1208;PC;18;FERT;YERL;CALI;45;0;54;126;66;51;81;81;81;81;FLOORING;B;63;52;30;16
S2739;PC;18;FERT;NORM;BOGOTÁ;36;33;30;30;48;6;31;31;31;31;WATERPROOFING;C;25;16;11;26
S2739;PC;18;FERT;NORM;BARRANQUILLA;3;30;0;18;45;0;21;21;21;21;WATERPROOFING;C;17;11;8;18
S2739;PC;18;FERT;NORM;MEDELLÍN;0;0;9;21;0;27;16;16;16;16;WATERPROOFING;C;3;3;2;5
S2739;PC;18;FERT;NORM;CALI;0;9;12;0;3;6;5;5;5;5;WATERPROOFING;C;4;3;2;5
S2739;PC;18;FERT;NORM;ORIENTE;12;12;3;0;3;0;5;5;5;5;WATERPROOFING;C;4;2;1;3
S3551;PC;28,39;FERT;NORM;CALI;60;69;81;60;30;60;60;60;60;60;INDUSTRIAL COATING;B;55;56;56;56
S257;PC;22,78;FERT;YERL;SANTANDER;0;0;0;0;0;0;0;0;0;0;FLOORING;B;53;0;2;1
S257;PC;22,78;FERT;YERL;CALI;42;24;6;3;24;0;17;17;17;17;FLOORING;B;34;1;9;5
S257;PC;22,78;FERT;YERL;BOGOTÁ;9;42;0;3;0;0;9;9;9;9;FLOORING;B;31;1;6;3
S257;PC;22,78;FERT;YERL;PEREIRA;0;33;0;0;0;0;6;6;6;6;FLOORING;B;9;0;2;1
S257;PC;22,78;FERT;YERL;BARRANQUILLA;3;0;0;0;6;0;2;2;2;2;FLOORING;B;14;0;4;2
S157;PC;19,4;FERT;NORM;BOGOTÁ;69;45;30;36;51;0;39;39;39;39;INDUSTRIAL COATING;C;63;37;56;36
S157;PC;19,4;FERT;NORM;PEREIRA;24;69;0;0;78;0;29;29;29;29;INDUSTRIAL COATING;C;15;9;9;20
S1197;PC;18;FERT;YERL;BARRANQUILLA;21;45;24;3;66;18;30;30;30;30;FLOORING;B;84;15;11;22
S1197;PC;18;FERT;YERL;MEDELLÍN;0;21;33;54;0;33;29;29;29;29;FLOORING;B;12;12;12;18
S1197;PC;18;FERT;YERL;CALI;12;6;0;24;6;0;10;10;10;10;FLOORING;B;58;11;8;16
S1197;PC;18;FERT;YERL;BOGOTÁ;0;0;0;36;9;0;15;15;15;15;FLOORING;B;37;7;5;10
S1197;PC;18;FERT;YERL;PEREIRA;0;0;0;0;0;0;0;0;0;0;FLOORING;B;8;2;1;2
S1088;PC;6;FERT;YERL;CALI;15;21;63;0;0;3;17;17;17;17;ENG REFURBISHMENT;C;51;54;10;36
S1088;PC;6;FERT;YERL;BOGOTÁ;30;18;27;0;12;36;21;21;21;21;ENG REFURBISHMENT;C;12;17;3;11
S1088;PC;6;FERT;YERL;BARRANQUILLA;6;39;15;0;0;0;10;10;10;10;ENG REFURBISHMENT;C;14;15;3;10
S1088;PC;6;FERT;YERL;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;C;14;15;3;10
S1088;PC;6;FERT;YERL;PEREIRA;0;0;0;3;15;0;6;6;6;6;ENG REFURBISHMENT;C;3;3;1;2
S1100;PC;5,34;FERT;NORM;CALI;0;84;39;0;0;0;21;21;21;21;FLOORING;C;8;2;3;0
S3728;PC;0,81;FERT;NORM;BOGOTÁ;0;330;36;0;0;0;61;61;61;61;SEALING & BONDING;C;0;0;0;28
S631;PC;38,5;FERT;NORM;CALI;135;3;0;0;0;0;23;23;23;23;ROOFING;C;44;51;51;51
S631;PC;38,5;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;C;11;0;0;0
S631;PC;38,5;FERT;NORM;ORIENTE;0;0;0;0;0;0;0;0;0;0;ROOFING;C;21;25;25;25
S631;PC;38,5;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;ROOFING;C;0;600;0;0
S1264;PC;18;FERT;NORM;BARRANQUILLA;0;0;3;45;84;3;44;44;44;44;ROOFING;C;20;13;13;15
S1264;PC;18;FERT;NORM;BOGOTÁ;9;0;24;6;3;90;33;33;33;33;ROOFING;C;15;19;19;22
S1264;PC;18;FERT;NORM;ORIENTE;15;0;9;9;9;3;8;8;8;8;ROOFING;C;11;9;9;10
S1264;PC;18;FERT;NORM;MEDELLÍN;6;0;0;0;12;0;4;4;4;4;ROOFING;C;14;4;4;5
S1264;PC;18;FERT;NORM;SANTANDER;0;12;0;0;0;0;2;2;2;2;ROOFING;C;5;3;4;4
S1264;PC;18;FERT;NORM;CALI;0;0;3;0;0;0;1;1;1;1;ROOFING;C;6;3;3;4
S1264;PC;18;FERT;NORM;PEREIRA;0;0;0;3;0;9;4;4;4;4;ROOFING;C;4;4;4;4
S3192;PC;53,94;FERT;YERL;BOGOTÁ;24;21;120;75;15;30;48;48;48;48;INDUSTRIAL COATING;A;13;26;39;20
S3192;PC;53,94;FERT;YERL;MEDELLÍN;0;0;6;0;3;0;2;2;2;2;INDUSTRIAL COATING;A;9;9;9;0
S3192;PC;53,94;FERT;YERL;SANTANDER;0;0;0;0;18;0;6;6;6;6;INDUSTRIAL COATING;A;3;2;3;2
S926;M;1,133;FERT;NORM;CALI;225;0;0;45;0;0;45;45;45;45;WATERPROOFING;C;120;0;0;0
S926;M;1,133;FERT;NORM;ORIENTE;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;120;0;0;0
S926;M;1,133;FERT;NORM;BARRANQUILLA;0;0;0;135;0;0;45;45;45;45;WATERPROOFING;C;60;0;0;0
S3716;PC;0,428;FERT;NORM;MEDELLÍN;36;108;108;108;0;120;80;80;80;80;SEALING & BONDING;C;300;300;300;300
S3716;PC;0,428;FERT;NORM;CALI;0;0;72;0;0;36;18;18;18;18;SEALING & BONDING;C;0;0;0;24
S3716;PC;0,428;FERT;NORM;BARRANQUILLA;0;0;0;36;0;0;12;12;12;12;SEALING & BONDING;C;0;0;0;8
S1217;PC;0,897;HAWA;ERLA;BARRANQUILLA;6;51;0;0;0;78;26;26;26;26;ENG REFURBISHMENT;C;22;0;35;35
S1217;PC;0,897;HAWA;ERLA;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;C;26;0;31;31
S1217;PC;0,897;HAWA;ERLA;SANTANDER;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;C;11;0;2;2
S1217;PC;0,897;HAWA;ERLA;ORIENTE;0;0;0;0;57;-57;0;0;0;0;ENG REFURBISHMENT;C;4;0;5;5
S16;PC;4;FERT;ERLA;CALI;36;0;0;0;12;0;8;8;8;8;FLOORING;C;30;13;16;22
S16;PC;4;FERT;ERLA;MEDELLÍN;0;0;36;0;0;0;6;6;6;6;FLOORING;C;2;1;2;2
S16;PC;4;FERT;ERLA;ORIENTE;0;0;0;6;0;0;2;2;2;2;FLOORING;C;5;3;3;4
S16;PC;4;FERT;ERLA;BARRANQUILLA;24;0;0;12;0;0;6;6;6;6;FLOORING;C;3;2;2;3
S1452;PC;10,493;FERT;NORM;BOGOTÁ;27;3;51;0;0;0;14;14;14;14;BUILDING FINISHING;C;27;10;10;16
S1452;PC;10,493;FERT;NORM;BARRANQUILLA;0;9;30;9;9;3;10;10;10;10;BUILDING FINISHING;C;12;9;8;14
S1452;PC;10,493;FERT;NORM;ORIENTE;12;30;3;0;0;0;8;8;8;8;BUILDING FINISHING;C;9;6;6;10
S1452;PC;10,493;FERT;NORM;CALI;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;0;3;2;4
S2864;PC;20;FERT;NORM;BARRANQUILLA;15;69;0;87;0;9;32;32;32;32;ROOFING;C;5;10;15;15
S2864;PC;20;FERT;NORM;CALI;60;9;6;0;9;36;20;20;20;20;ROOFING;C;2;6;9;9
S2864;PC;20;FERT;NORM;BOGOTÁ;0;0;3;21;6;0;9;9;9;9;ROOFING;C;4;5;7;7
S2864;PC;20;FERT;NORM;PEREIRA;30;15;0;0;0;0;8;8;8;8;ROOFING;C;3;5;7;7
S2864;PC;20;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;C;1;2;3;3
S2864;PC;20;FERT;NORM;ORIENTE;6;0;3;9;0;3;4;4;4;4;ROOFING;C;1;3;4;4
S1200;PC;18;FERT;YERL;BARRANQUILLA;48;54;0;0;72;0;29;29;29;29;FLOORING;B;18;46;43;72
S1200;PC;18;FERT;YERL;MEDELLÍN;96;0;0;0;0;0;16;16;16;16;FLOORING;B;8;22;21;34
S206;PC;4;FERT;NORM;ORIENTE;84;36;48;84;0;12;44;44;44;44;INDUSTRIAL COATING;C;15;15;13;11
S206;PC;4;FERT;NORM;BARRANQUILLA;60;6;0;0;6;0;12;12;12;12;INDUSTRIAL COATING;C;7;6;5;4
S206;PC;4;FERT;NORM;BOGOTÁ;0;0;45;0;0;0;8;8;8;8;INDUSTRIAL COATING;C;3;3;3;2
S206;PC;4;FERT;NORM;CALI;12;0;0;24;0;0;8;8;8;8;INDUSTRIAL COATING;C;2;2;2;1
S4318;PC;3,407;FERT;NORM;BOGOTÁ;33;3;30;0;0;162;54;54;54;54;INDUSTRIAL COATING;C;12;66;48;54
S4318;PC;3,407;FERT;NORM;ORIENTE;0;12;0;0;0;6;3;3;3;3;INDUSTRIAL COATING;C;8;26;19;21
S4318;PC;3,407;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRIAL COATING;C;9;28;20;23
S4318;PC;3,407;FERT;NORM;MEDELLÍN;18;12;6;0;6;18;10;10;10;10;INDUSTRIAL COATING;C;6;6;6;10
S3784;PC;25;FERT;NORM;BARRANQUILLA;51;0;99;75;0;0;38;38;38;38;BUILDING FINISHING;C;0;37;0;37
S3784;PC;25;FERT;NORM;PEREIRA;15;0;0;0;0;60;20;20;20;20;BUILDING FINISHING;C;0;11;0;11
S3784;PC;25;FERT;NORM;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;0;14;0;14
S3784;PC;25;FERT;NORM;ORIENTE;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;0;5;0;5
S717;PC;200;FERT;NORM;BOGOTÁ;21;15;9;9;21;12;15;15;15;15;CONCRETE.;B;9;16;18;15
S717;PC;200;FERT;NORM;MEDELLÍN;21;27;21;21;12;24;21;21;21;21;CONCRETE.;B;12;21;21;21
S717;PC;200;FERT;NORM;ORIENTE;0;21;15;9;6;12;11;11;11;11;CONCRETE.;B;4;9;10;8
S717;PC;200;FERT;NORM;PEREIRA;18;3;3;0;3;3;5;5;5;5;CONCRETE.;B;6;6;6;6
S717;PC;200;FERT;NORM;BARRANQUILLA;0;0;6;3;0;0;2;2;2;2;CONCRETE.;B;1;2;3;2
S717;PC;200;FERT;NORM;CALI;6;3;0;6;0;3;3;3;3;3;CONCRETE.;B;1;3;3;3
S4166;PC;20;FERT;NORM;BARRANQUILLA;12;0;21;9;21;6;12;12;12;12;CONCRETE.;C;22;12;16;17
S4166;PC;20;FERT;NORM;CALI;12;15;0;15;9;3;9;9;9;9;CONCRETE.;C;10;5;7;7
S4166;PC;20;FERT;NORM;ORIENTE;0;72;0;0;12;12;16;16;16;16;CONCRETE.;C;13;8;11;12
S4166;PC;20;FERT;NORM;BOGOTÁ;18;3;0;0;6;12;7;7;7;7;CONCRETE.;C;7;4;6;6
S4166;PC;20;FERT;NORM;PEREIRA;6;27;-3;30;6;-12;9;9;9;9;CONCRETE.;C;8;5;6;7
S4166;PC;20;FERT;NORM;MEDELLÍN;3;0;0;3;0;6;3;3;3;3;CONCRETE.;C;12;2;3;4
S4351;PC;1,14;HAWA;NORM;BOGOTÁ;9;12;12;21;3;0;10;10;10;10;INDUSTRY;C;27;27;27;9
S4351;PC;1,14;HAWA;NORM;CALI;0;0;27;0;0;3;5;5;5;5;INDUSTRY;C;5;0;5;5
S4351;PC;1,14;HAWA;NORM;MEDELLÍN;0;0;3;0;0;3;1;1;1;1;INDUSTRY;C;12;12;12;1
S4351;PC;1,14;HAWA;NORM;ORIENTE;0;0;0;0;0;6;2;2;2;2;INDUSTRY;C;15;15;15;1
S4351;PC;1,14;HAWA;NORM;PEREIRA;0;0;0;0;6;6;4;4;4;4;INDUSTRY;C;15;15;15;15
S4351;PC;1,14;HAWA;NORM;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;INDUSTRY;C;12;12;12;0
S3452;PC;2;FERT;NORM;CALI;18;69;27;57;54;30;47;47;47;47;INDUSTRIAL COATING;C;39;34;34;34
S3452;PC;2;FERT;NORM;BOGOTÁ;24;0;24;48;0;0;16;16;16;16;INDUSTRIAL COATING;C;18;14;14;14
S3452;PC;2;FERT;NORM;ORIENTE;0;45;0;0;0;0;8;8;8;8;INDUSTRIAL COATING;C;7;5;5;5
S3452;PC;2;FERT;NORM;BARRANQUILLA;0;6;3;0;0;0;2;2;2;2;INDUSTRIAL COATING;C;2;1;1;1
S4165;PC;170;FERT;NORM;BARRANQUILLA;33;27;3;12;42;42;32;32;32;32;CONCRETE.;A;9;7;7;3
S4165;PC;170;FERT;NORM;CALI;30;6;3;6;3;3;9;9;9;9;CONCRETE.;A;3;3;3;1
S4165;PC;170;FERT;NORM;BOGOTÁ;12;12;3;9;12;9;10;10;10;10;CONCRETE.;A;2;2;2;1
S4165;PC;170;FERT;NORM;ORIENTE;6;0;6;0;6;21;9;9;9;9;CONCRETE.;A;2;2;2;1
S726;PC;21,845;FERT;YERL;BARRANQUILLA;90;48;90;90;0;30;58;58;58;58;INDUSTRIAL COATING;B;13;67;22;55
S726;PC;21,845;FERT;YERL;SANTANDER;15;0;0;0;0;0;3;3;3;3;INDUSTRIAL COATING;B;1;4;1;3
S726;PC;21,845;FERT;YERL;BOGOTÁ;0;0;0;0;0;9;3;3;3;3;INDUSTRIAL COATING;B;1;3;1;2
S218;PC;3,5;FERT;YERL;CALI;12;0;72;84;12;0;32;32;32;32;INDUSTRIAL COATING;C;9;15;13;33
S218;PC;3,5;FERT;YERL;BOGOTÁ;24;12;63;24;0;3;21;21;21;21;INDUSTRIAL COATING;C;8;14;12;30
S218;PC;3,5;FERT;YERL;BARRANQUILLA;3;0;12;0;0;9;4;4;4;4;INDUSTRIAL COATING;C;2;2;2;4
S3104;PC;24,85;FERT;YERL;BARRANQUILLA;18;21;12;90;18;33;47;47;47;47;INDUSTRIAL COATING;C;36;67;47;51
S865;PC;18;FERT;NORM;CALI;12;0;0;12;42;102;52;52;52;52;WATERPROOFING;C;25;12;15;14
S865;PC;18;FERT;NORM;PEREIRA;9;15;42;9;0;0;13;13;13;13;WATERPROOFING;C;22;7;9;8
S865;PC;18;FERT;NORM;BOGOTÁ;6;0;0;0;6;9;5;5;5;5;WATERPROOFING;C;7;3;4;3
S865;PC;18;FERT;NORM;BARRANQUILLA;24;0;0;0;0;6;5;5;5;5;WATERPROOFING;C;8;3;3;3
S865;PC;18;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;8;3;3;3
S865;PC;18;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;5;2;2;2
S865;PC;18;FERT;NORM;ORIENTE;0;0;6;0;0;0;1;1;1;1;WATERPROOFING;C;4;1;2;1
S1041;PC;230;FERT;NORM;PEREIRA;39;30;27;21;24;3;24;24;24;24;CONCRETE.;A;15;15;15;15
S1041;PC;230;FERT;NORM;MEDELLÍN;12;24;9;21;6;24;17;17;17;17;CONCRETE.;A;8;11;10;11
S1041;PC;230;FERT;NORM;ORIENTE;18;0;3;6;12;24;14;14;14;14;CONCRETE.;A;3;4;4;4
S1041;PC;230;FERT;NORM;SANTANDER;0;0;0;0;0;6;2;2;2;2;CONCRETE.;A;5;3;3;3
S1041;PC;230;FERT;NORM;CALI;3;0;0;0;0;3;1;1;1;1;CONCRETE.;A;2;2;2;2
S3096;PC;7,307;FERT;YERL;BARRANQUILLA;54;63;0;6;12;21;26;26;26;26;INDUSTRIAL COATING;C;5;15;37;45
S3096;PC;7,307;FERT;YERL;SANTANDER;0;9;12;0;18;0;7;7;7;7;INDUSTRIAL COATING;C;3;7;16;20
S3096;PC;7,307;FERT;YERL;BOGOTÁ;18;0;3;12;0;0;6;6;6;6;INDUSTRIAL COATING;C;1;5;11;13
S3096;PC;7,307;FERT;YERL;ORIENTE;0;0;0;0;0;0;0;0;0;0;INDUSTRIAL COATING;C;2;6;15;18
S1210;PC;18;FERT;YERL;BOGOTÁ;75;39;0;36;0;72;37;37;37;37;FLOORING;B;22;0;33;33
S1210;PC;18;FERT;YERL;CALI;0;0;0;0;0;0;0;0;0;0;FLOORING;B;18;0;15;15
S1210;PC;18;FERT;YERL;BARRANQUILLA;3;0;0;0;0;18;6;6;6;6;FLOORING;B;3;0;5;5
S4115;PC;230;FERT;NORM;BARRANQUILLA;18;18;18;3;12;15;14;14;14;14;CONCRETE.;B;9;12;13;13
